municipi,any_dirce,total_empreses,empreses_g_i,any_pob,poblacio,gi_per_1000hab,index_capacitat
San Vicente de Arévalo,2025,11,,2025,171,,
Serranillos,2025,17,,2025,247,,
Sinlabajos,2025,8,,2025,134,,
Solana de Ávila,2025,5,,2025,95,,
Solana de Rioalmar,2025,12,,2025,141,,
Solosancho,2025,33,,2025,750,,
Sotalbo,2025,12,,2025,234,,
Sotillo de la Adrada,2025,326,123.0,2025,5081,24.20783310371974,19.417959282459336
"Tiemblo, El",2025,210,87.0,2025,4582,18.9873417721519,
Tiñosillos,2025,23,,2025,732,,
Tornadizos de Ávila,2025,23,,2025,458,,
"Torre, La",2025,13,,2025,209,,
Umbrías,2025,10,,2025,100,,
Vega de Santa María,2025,5,,2025,88,,
Velayos,2025,12,,2025,203,,
Villafranca de la Sierra,2025,7,,2025,128,,
Villanueva de Gómez,2025,4,,2025,119,,
Villanueva del Aceral,2025,5,,2025,86,,
Villarejo del Valle,2025,17,,2025,304,,
Villatoro,2025,6,,2025,150,,
Zapardiel de la Cañada,2025,7,,2025,83,,
Zapardiel de la Ribera,2025,8,,2025,90,,
San Juan de Gredos,2025,9,,2025,219,,
Santa María del Cubillo,2025,19,,2025,308,,
Santiago del Tormes,2025,5,,2025,104,,
Villanueva de Ávila,2025,11,,2025,202,,
Acedera,2025,33,,2025,815,,
Aceuchal,2025,361,189.0,2025,5307,35.613340870548335,34.26855095693059
Ahillones,2025,31,,2025,793,,
Alange,2025,97,41.0,2025,1802,22.752497225305216,
"Albuera, La",2025,94,31.0,2025,1995,15.538847117794486,
Alburquerque,2025,293,132.0,2025,4928,26.785714285714285,
Alconchel,2025,68,36.0,2025,1592,22.613065326633166,
Alconera,2025,24,,2025,748,,
Aljucén,2025,11,,2025,252,,
Almendral,2025,68,30.0,2025,1202,24.958402662229616,
Almendralejo,2025,2493,984.0,2025,34587,28.449995663110418,38.434736128127284
Arroyo de San Serván,2025,238,112.0,2025,4001,27.99300174956261,
Atalaya,2025,5,,2025,258,,
Azuaga,2025,476,209.0,2025,7587,27.547120073810465,26.608278841286783
Badajoz,2025,9762,3333.0,2025,150209,22.18908321072639,40.51545896893987
Barcarrota,2025,214,116.0,2025,3456,33.56481481481482,
Baterno,2025,4,,2025,231,,
Benquerencia de la Serena,2025,23,,2025,771,,
Berlanga,2025,140,54.0,2025,2171,24.87333026255182,
Bienvenida,2025,93,40.0,2025,1999,20.01000500250125,
Bodonal de la Sierra,2025,63,,2025,982,,
Burguillos del Cerro,2025,150,66.0,2025,2940,22.448979591836732,
Cabeza del Buey,2025,253,110.0,2025,4489,24.50434395188238,
Cabeza la Vaca,2025,80,42.0,2025,1257,33.41288782816229,
Calamonte,2025,298,131.0,2025,6104,21.461336828309303,17.01186403593617
Calera de León,2025,68,,2025,912,,
Calzadilla de los Barros,2025,27,,2025,679,,
Campanario,2025,259,112.0,2025,4702,23.819651212250108,
Campillo de Llerena,2025,61,29.0,2025,1321,21.95306585919758,
Capilla,2025,6,,2025,142,,
Carmonita,2025,13,,2025,514,,
"Carrascalejo, El",2025,5,,2025,80,,
Casas de Don Pedro,2025,70,34.0,2025,1375,24.727272727272727,
Casas de Reina,2025,12,,2025,200,,
Castilblanco,2025,45,,2025,820,,
Castuera,2025,439,198.0,2025,5457,36.283672347443655,35.290889191685935
"Codosera, La",2025,87,47.0,2025,1983,23.701462430660616,
Cordobilla de Lácara,2025,33,,2025,815,,
"Coronada, La",2025,52,23.0,2025,2136,10.767790262172285,
Corte de Peleas,2025,33,23.0,2025,1153,19.9479618386817,
Cristina,2025,18,,2025,549,,
Cheles,2025,28,15.0,2025,1175,12.76595744680851,
Don Álvaro,2025,50,,2025,841,,
Don Benito,2025,2468,945.0,2025,37986,24.87758647922919,34.44472885382466
Entrín Bajo,2025,17,,2025,548,,
Esparragalejo,2025,48,23.0,2025,1506,15.272244355909695,
Esparragosa de la Serena,2025,38,,2025,912,,
Esparragosa de Lares,2025,40,,2025,839,,
Feria,2025,59,27.0,2025,1054,25.616698292220114,
Fregenal de la Sierra,2025,366,164.0,2025,4715,34.78260869565217,
Fuenlabrada de los Montes,2025,71,36.0,2025,1693,21.2640283520378,
Fuente de Cantos,2025,344,135.0,2025,4583,29.45668775910975,
Fuente del Arco,2025,25,,2025,648,,
Fuente del Maestre,2025,343,166.0,2025,6499,25.542391137098015,22.9096310002544
Fuentes de León,2025,133,64.0,2025,2118,30.217186024551467,
Garbayuela,2025,17,,2025,450,,
Garlitos,2025,15,,2025,510,,
"Garrovilla, La",2025,100,45.0,2025,2310,19.48051948051948,
Granja de Torrehermosa,2025,122,53.0,2025,1913,27.70517511761631,
Guareña,2025,329,162.0,2025,6665,24.306076519129785,21.45572458780054
"Haba, La",2025,52,16.0,2025,1184,13.513513513513514,
Helechosa de los Montes,2025,21,,2025,556,,
Herrera del Duque,2025,208,107.0,2025,3385,31.610044313146236,
Higuera de la Serena,2025,35,,2025,881,,
Higuera de Llerena,2025,12,,2025,343,,
Higuera de Vargas,2025,57,37.0,2025,1830,20.218579234972676,
Higuera la Real,2025,147,72.0,2025,2186,32.936870997255255,
Hinojosa del Valle,2025,25,,2025,472,,
Hornachos,2025,185,80.0,2025,3375,23.703703703703702,
Jerez de los Caballeros,2025,636,265.0,2025,9095,29.136888400219902,29.926025379955103
"Lapa, La",2025,13,,2025,298,,
Lobón,2025,111,56.0,2025,2756,20.319303338171263,
Llera,2025,28,,2025,781,,
Llerena,2025,475,188.0,2025,5642,33.32151719248493,31.853895621910084
Magacela,2025,25,,2025,502,,
Maguilla,2025,38,,2025,919,,
Malcocinado,2025,9,,2025,343,,
Malpartida de la Serena,2025,32,,2025,508,,
Manchita,2025,28,,2025,741,,
Medellín,2025,109,51.0,2025,2241,22.757697456492636,
Medina de las Torres,2025,56,23.0,2025,1160,19.82758620689655,
Mengabril,2025,23,,2025,504,,
Mérida,2025,4016,1598.0,2025,60225,26.533831465338313,39.85525998913528
Mirandilla,2025,42,22.0,2025,1232,17.857142857142858,
Monesterio,2025,340,158.0,2025,4245,37.22025912838633,
Montemolín,2025,44,23.0,2025,1231,18.68399675060926,
Monterrubio de la Serena,2025,104,35.0,2025,2157,16.226240148354197,
Montijo,2025,828,377.0,2025,15198,24.805895512567446,27.91118752903811
"Morera, La",2025,29,,2025,698,,
"Nava de Santiago, La",2025,25,,2025,914,,
Navalvillar de Pela,2025,237,112.0,2025,4303,26.02835231234023,
Nogales,2025,30,,2025,632,,
Oliva de la Frontera,2025,298,137.0,2025,4907,27.91929896066843,
Oliva de Mérida,2025,61,24.0,2025,1660,14.457831325301205,
Olivenza,2025,627,272.0,2025,11789,23.072355585715496,23.81839301040012
Orellana de la Sierra,2025,9,,2025,250,,
Orellana la Vieja,2025,165,81.0,2025,2580,31.395348837209305,
Palomas,2025,10,,2025,651,,
"Parra, La",2025,63,34.0,2025,1297,26.21434078643022,
Peñalsordo,2025,37,,2025,805,,
Peraleda del Zaucejo,2025,13,,2025,465,,
Puebla de Alcocer,2025,65,33.0,2025,1091,30.24747937671861,
Puebla de la Calzada,2025,353,145.0,2025,5815,24.935511607910577,21.329406683381407
Puebla de la Reina,2025,27,,2025,689,,
Puebla del Maestre,2025,18,,2025,653,,
Puebla del Prior,2025,33,,2025,462,,
Puebla de Obando,2025,59,26.0,2025,1809,14.372581536760642,
Puebla de Sancho Pérez,2025,143,64.0,2025,2634,24.297646165527716,
Quintana de la Serena,2025,313,127.0,2025,4429,28.674644389252652,
Rena,2025,21,,2025,605,,
Retamal de Llerena,2025,19,,2025,428,,
Ribera del Fresno,2025,228,102.0,2025,3130,32.58785942492013,
"Roca de la Sierra, La",2025,72,38.0,2025,1454,26.13480055020633,
Salvaleón,2025,58,29.0,2025,1645,17.62917933130699,
Salvatierra de los Barros,2025,110,61.0,2025,1546,39.45666235446313,
Sancti-Spíritus,2025,43,,2025,141,,
San Pedro de Mérida,2025,20,,2025,859,,
Santa Amalia,2025,255,112.0,2025,3881,28.858541612986343,
Santa Marta,2025,263,108.0,2025,4201,25.708164722685073,
"Santos de Maimona, Los",2025,475,211.0,2025,8088,26.088031651829873,25.16167248341415
San Vicente de Alcántara,2025,353,146.0,2025,5227,27.931892098718194,24.485936712957702
Segura de León,2025,94,49.0,2025,1758,27.872582480091012,
Siruela,2025,98,47.0,2025,1766,26.613816534541336,
Solana de los Barros,2025,111,52.0,2025,2522,20.61855670103093,
Talarrubias,2025,196,91.0,2025,3251,27.99138726545678,
Talavera la Real,2025,347,165.0,2025,5288,31.202723146747353,28.738764888377403
Táliga,2025,31,,2025,650,,
Torre de Miguel Sesmero,2025,73,32.0,2025,1234,25.93192868719611,
Torremayor,2025,21,6.0,2025,992,6.048387096774193,
Torremejía,2025,133,63.0,2025,2238,28.150134048257375,
Trasierra,2025,19,,2025,590,,
Trujillanos,2025,79,50.0,2025,1397,35.79098067287044,
Usagre,2025,82,34.0,2025,1698,20.023557126030624,
Valdecaballeros,2025,70,33.0,2025,1036,31.853281853281853,
Valdetorres,2025,40,20.0,2025,1105,18.09954751131222,
Valencia de las Torres,2025,15,,2025,486,,
Valencia del Mombuey,2025,25,,2025,703,,
Valencia del Ventoso,2025,102,41.0,2025,1870,21.925133689839573,
Valverde de Burguillos,2025,12,,2025,260,,
Valverde de Leganés,2025,244,124.0,2025,4230,29.314420803782507,
Valverde de Llerena,2025,17,,2025,560,,
Valverde de Mérida,2025,34,15.0,2025,1002,14.970059880239521,
Valle de la Serena,2025,43,24.0,2025,1075,22.325581395348838,
Valle de Matamoros,2025,10,,2025,337,,
Valle de Santa Ana,2025,49,21.0,2025,1090,19.26605504587156,
Villafranca de los Barros,2025,707,296.0,2025,12284,24.096385542168676,25.47499408576035
Villagarcía de la Torre,2025,46,,2025,909,,
Villagonzalo,2025,52,20.0,2025,1226,16.31321370309951,
Villalba de los Barros,2025,73,35.0,2025,1429,24.4926522043387,
Villanueva de la Serena,2025,1446,565.0,2025,25773,21.922166608466224,27.763596228214034
Villanueva del Fresno,2025,148,85.0,2025,3247,26.17801047120419,
Villar del Rey,2025,82,36.0,2025,2064,17.441860465116278,
Villar de Rena,2025,50,24.0,2025,1326,18.09954751131222,
Villarta de los Montes,2025,10,,2025,375,,
Zafra,2025,1143,436.0,2025,16735,26.05318195398865,30.227016699346926
Zahínos,2025,145,70.0,2025,2766,25.307302964569775,
Zalamea de la Serena,2025,229,107.0,2025,3371,31.741323049540192,
Zarza-Capilla,2025,13,,2025,295,,
"Zarza, La",2025,227,110.0,2025,109,1009.1743119266055,
Valdelacalzada,2025,143,64.0,2025,2743,23.332118118847976,
Pueblonuevo del Guadiana,2025,71,40.0,2025,1955,20.460358056265985,
Guadiana,2025,133,68.0,2025,2444,27.823240589198036,
Alaró,2025,490,97.0,2025,6121,15.847083809834995,9.075956764400342
Alaior,2025,809,239.0,2025,10217,23.3923852402858,23.241254867723292
Alcúdia,2025,1541,561.0,2025,21907,25.608253069795044,31.537327151229622
Algaida,2025,477,124.0,2025,6357,19.506056315872268,14.597602614373951
Andratx,2025,1374,377.0,2025,12195,30.914309143091433,34.2475988490734
Artà,2025,815,208.0,2025,8629,24.104763008459845,23.00372313151028
Banyalbufar,2025,55,,2025,573,,
Binissalem,2025,687,195.0,2025,9350,20.855614973262032,19.17966248772565
Búger,2025,94,17.0,2025,1215,13.991769547325102,
Bunyola,2025,622,145.0,2025,7642,18.974090552211464,15.145474463717969
Calvià,2025,5311,1660.0,2025,53793,30.859033703269944,44.609456185015766
Campanet,2025,188,38.0,2025,2859,13.29136061559986,
Campos,2025,1163,321.0,2025,12485,25.710853023628356,27.71964024785388
Capdepera,2025,1058,364.0,2025,13135,27.712219261515035,30.67933549460001
Ciutadella de Menorca,2025,2647,765.0,2025,32431,23.588541827264034,31.62229092458988
Consell,2025,297,93.0,2025,4521,20.5706702057067,
Costitx,2025,131,20.0,2025,1591,12.57071024512885,
Deià,2025,106,,2025,741,,
Escorca,2025,18,,2025,199,,
Esporles,2025,426,84.0,2025,5264,15.957446808510637,8.179015185799972
Estellencs,2025,34,,2025,369,,
Felanitx,2025,1699,435.0,2025,19146,22.72015042306487,26.753439194968387
Ferreries,2025,383,114.0,2025,5170,22.050290135396516,16.645785054894397
Formentera,2025,1044,440.0,2025,11661,37.73261298344911,42.40657639295792
Fornalutx,2025,45,,2025,743,,
Eivissa,2025,6108,1796.0,2025,55337,32.455680647667926,46.819187899032215
Inca,2025,2366,680.0,2025,36262,18.752412994319123,25.77776250145275
Lloret de Vistalegre,2025,114,30.0,2025,1691,17.740981667652278,
Lloseta,2025,441,107.0,2025,6463,16.55577904997679,10.500768943424863
Llubí,2025,196,48.0,2025,2589,18.53997682502897,
Llucmajor,2025,2987,846.0,2025,40502,20.88785738975853,29.528220474844968
Maó,2025,2597,744.0,2025,30666,24.261396986891018,32.12461133165076
Manacor,2025,3657,1037.0,2025,49153,21.09738978292271,31.176440381524035
Mancor de la Vall,2025,115,31.0,2025,1692,18.321513002364064,
Maria de la Salut,2025,173,49.0,2025,2461,19.910605444941083,
Marratxí,2025,2956,891.0,2025,40422,22.042452130028202,31.090186096930765
"Mercadal, Es",2025,468,127.0,2025,6459,19.6624864530113,14.927902064385908
Montuïri,2025,211,60.0,2025,3289,18.242626938279113,
Muro,2025,618,187.0,2025,8398,22.267206477732792,20.349492895700884
Palma,2025,36623,10054.0,2025,434786,23.124019632646863,49.24593164262346
Petra,2025,256,65.0,2025,3231,20.11761064685856,
Pollença,2025,1684,504.0,2025,17807,28.303476161060257,33.580036469640675
Porreres,2025,463,104.0,2025,5892,17.651052274270196,11.437034838506701
"Pobla, Sa",2025,941,247.0,2025,14990,16.47765176784523,16.299854080126295
Puigpunyent,2025,172,31.0,2025,2049,15.129331381161542,
Sant Antoni de Portmany,2025,2111,739.0,2025,29132,25.367293697652066,33.224388886550706
Sencelles,2025,318,75.0,2025,3973,18.877422602567332,
Sant Josep de sa Talaia,2025,2504,762.0,2025,29761,25.603978360942172,33.68533533694929
Sant Joan,2025,165,46.0,2025,2336,19.691780821917806,
Sant Joan de Labritja,2025,636,208.0,2025,7046,29.520295202952028,28.621391085383316
Sant Llorenç des Cardassar,2025,768,234.0,2025,9231,25.34936626584335,25.122671610377758
Sant Lluís,2025,578,165.0,2025,7312,22.565645514223196,19.779306706097262
Santa Eugènia,2025,148,28.0,2025,1902,14.721345951629864,
Santa Eulària des Riu,2025,4215,1229.0,2025,42479,28.93194284234563,40.49741832870048
Santa Margalida,2025,797,322.0,2025,14056,22.90836653386454,24.834413401818793
Santa María del Camí,2025,623,152.0,2025,7744,19.628099173553718,16.15528606880138
Santanyí,2025,1473,480.0,2025,13067,36.73375679191857,41.982035660774244
Selva,2025,354,93.0,2025,4326,21.497919556171983,
"Salines, Ses",2025,437,140.0,2025,5248,26.676829268292682,22.889064488648927
Sineu,2025,420,106.0,2025,4537,23.363456028212475,
Sóller,2025,1193,403.0,2025,13882,29.03039907794266,32.76214131412728
Son Servera,2025,740,254.0,2025,12417,20.455826689216394,20.622945464221623
Valldemossa,2025,222,70.0,2025,2038,34.34739941118744,
"Castell, Es",2025,495,131.0,2025,7774,16.851041934653978,12.229489016850795
Vilafranca de Bonany,2025,280,69.0,2025,3929,17.5617205395775,
Ariany,2025,55,16.0,2025,1072,14.925373134328359,
"Migjorn Gran, Es",2025,127,29.0,2025,1765,16.43059490084986,
Abrera,2025,756,289.0,2025,13227,21.84924775081273,22.97575941842164
Aguilar de Segarra,2025,24,,2025,292,,
Alella,2025,1202,295.0,2025,10262,28.746832976028063,30.27523371645307
Alpens,2025,25,,2025,267,,
"Ametlla del Vallès, L'",2025,1089,300.0,2025,9474,31.665611146295124,33.42109209793136
Arenys de Mar,2025,1262,376.0,2025,17042,22.063138129327545,25.047387029134974
Arenys de Munt,2025,780,228.0,2025,9558,23.854362837413685,23.389286700238518
Argençola,2025,21,,2025,245,,
Argentona,2025,1157,307.0,2025,12891,23.815064773873242,25.439647077515772
Artés,2025,373,113.0,2025,6225,18.152610441767067,12.540694324096775
Avià,2025,197,58.0,2025,2267,25.584472871636525,
Avinyó,2025,150,47.0,2025,2322,20.241171403962102,
Avinyonet del Penedès,2025,155,65.0,2025,1782,36.47586980920315,
Aiguafreda,2025,217,60.0,2025,2569,23.355391202802647,
Badalona,2025,13662,5684.0,2025,231542,24.548462050081625,46.714827875260326
Bagà,2025,182,57.0,2025,2161,26.37667746413697,
Balenyà,2025,315,92.0,2025,4021,22.879880626709774,
Balsareny,2025,177,61.0,2025,3380,18.04733727810651,
Barcelona,2025,174088,45249.0,2025,1731649,26.13058420037779,62.93772224625172
Begues,2025,678,186.0,2025,7561,24.59992064541727,22.731587269788395
Bellprat,2025,5,,2025,69,,
Berga,2025,1159,365.0,2025,17473,20.88937217421164,23.621108159040837
Bigues i Riells del Fai,2025,836,273.0,2025,10139,26.92573232074169,27.841392070885234
Borredà,2025,40,,2025,433,,
"Bruc, El",2025,173,72.0,2025,2290,31.4410480349345,
"Brull, El",2025,31,,2025,296,,
"Cabanyes, Les",2025,79,21.0,2025,1060,19.81132075471698,
Cabrera d'Anoia,2025,87,25.0,2025,1772,14.108352144469526,
Cabrera de Mar,2025,778,235.0,2025,5045,46.58077304261645,47.1765188581727
Cabrils,2025,899,214.0,2025,7765,27.559562137797812,26.787361897838263
Calaf,2025,284,74.0,2025,3644,20.30735455543359,
Caldes d'Estrac,2025,287,69.0,2025,3356,20.56019070321812,
Caldes de Montbui,2025,1619,500.0,2025,18567,26.929498572736577,32.098767103690044
Calders,2025,112,31.0,2025,1122,27.629233511586452,
Calella,2025,1440,529.0,2025,20864,25.35467791411043,30.861460082134126
Calonge de Segarra,2025,11,,2025,179,,
Calldetenes,2025,233,54.0,2025,2733,19.758507135016465,
Callús,2025,152,45.0,2025,2180,20.642201834862387,
Campins,2025,74,,2025,586,,
Canet de Mar,2025,1109,334.0,2025,15198,21.976575865245426,24.125028588506243
Canovelles,2025,912,349.0,2025,17473,19.97367366794483,22.356155659396016
Cànoves i Samalús,2025,288,89.0,2025,3399,26.18417181523978,
Canyelles,2025,432,137.0,2025,5505,24.88646684831971,20.8796190414268
Capellades,2025,275,80.0,2025,5608,14.265335235378032,6.080801976991163
Capolat,2025,6,,2025,93,,
Cardedeu,2025,1564,418.0,2025,19046,21.946865483566103,25.671085283299085
Cardona,2025,320,99.0,2025,4553,21.74390511750494,
Carme,2025,49,,2025,847,,
Casserres,2025,144,53.0,2025,1660,31.927710843373493,
Castellar del Riu,2025,13,,2025,151,,
Castellar del Vallès,2025,1958,597.0,2025,25422,23.483596884588152,29.770541334738894
Castellar de n'Hug,2025,27,,2025,166,,
Castellbell i el Vilar,2025,250,84.0,2025,4159,20.197162779514304,
Castellbisbal,2025,968,369.0,2025,13061,28.25204808207641,31.335207816769433
Castellcir,2025,78,,2025,804,,
Castelldefels,2025,5686,1773.0,2025,70057,25.307963515423154,39.31408524214524
Castellet i la Gornal,2025,161,51.0,2025,2776,18.371757925072046,
Castellfollit del Boix,2025,51,,2025,467,,
Castellfollit de Riubregós,2025,12,,2025,153,,
Castellgalí,2025,173,56.0,2025,2413,23.207625362619147,
Castellnou de Bages,2025,92,33.0,2025,1473,22.40325865580448,
Castellolí,2025,73,,2025,669,,
Castellterçol,2025,243,64.0,2025,2754,23.238925199709513,
Castellví de la Marca,2025,108,31.0,2025,1721,18.01278326554329,
Castellví de Rosanes,2025,183,63.0,2025,2171,29.01888530631046,
Centelles,2025,636,166.0,2025,7864,21.1088504577823,18.31060757985724
Cervelló,2025,771,256.0,2025,9743,26.275274556091553,26.714734561456147
Collbató,2025,350,108.0,2025,4828,22.36951118475559,
Collsuspina,2025,34,,2025,391,,
Copons,2025,33,,2025,352,,
Corbera de Llobregat,2025,1181,367.0,2025,16010,22.92317301686446,25.76923061804459
Cornellà de Llobregat,2025,5213,2031.0,2025,92237,22.019363162288453,36.85765602365122
Cubelles,2025,1104,377.0,2025,17673,21.331975329598823,24.30760262079521
Dosrius,2025,551,166.0,2025,6287,26.403690154286622,23.803078165517995
Esparreguera,2025,1351,475.0,2025,22665,20.957423339951465,25.543245427276887
Esplugues de Llobregat,2025,3272,1057.0,2025,48221,21.91991041247589,32.16393407177583
"Espunyola, L'",2025,23,,2025,260,,
"Estany, L'",2025,52,,2025,390,,
Fogars de Montclús,2025,44,,2025,494,,
Fogars de la Selva,2025,111,47.0,2025,1704,27.582159624413144,
Folgueroles,2025,182,43.0,2025,2262,19.00972590627763,
Fonollosa,2025,126,41.0,2025,1570,26.114649681528665,
Font-rubí,2025,128,28.0,2025,1441,19.43095072866065,
"Franqueses del Vallès, Les",2025,1540,495.0,2025,20881,23.705761218332455,28.684059913651133
Gallifa,2025,17,,2025,171,,
"Garriga, La",2025,1464,410.0,2025,17426,23.52806151727304,27.17547055669836
Gavà,2025,3281,1101.0,2025,48243,22.821963808220882,33.386326226626366
Gaià,2025,24,,2025,172,,
Gelida,2025,445,135.0,2025,8198,16.467431080751403,12.042972515221486
Gironella,2025,338,101.0,2025,5083,19.870155420027544,13.533226596737151
Gisclareny,2025,4,,2025,28,,
"Granada, La",2025,177,55.0,2025,2287,24.04897245299519,
Granera,2025,7,,2025,84,,
Granollers,2025,5074,1531.0,2025,65341,23.430923922192804,36.33547407068147
Gualba,2025,149,36.0,2025,1766,20.385050962627407,
Sant Salvador de Guardiola,2025,261,96.0,2025,3612,26.578073089700997,
Guardiola de Berguedà,2025,65,,2025,964,,
Gurb,2025,417,122.0,2025,2741,44.50930317402408,
"Hospitalet de Llobregat, L'",2025,14026,6175.0,2025,289510,21.329142343960484,43.957720142671384
Igualada,2025,3324,973.0,2025,42085,23.119876440537006,32.826651132550396
Jorba,2025,75,,2025,850,,
"Llacuna, La",2025,91,,2025,959,,
"Llagosta, La",2025,677,265.0,2025,13280,19.95481927710843,20.4012337970316
Llinars del Vallès,2025,925,286.0,2025,10956,26.10441767068273,27.316408205989468
Lliçà d'Amunt,2025,1177,448.0,2025,16540,27.085852478839175,31.489074583661186
Lliçà de Vall,2025,832,269.0,2025,6903,38.96856439229321,40.229975007661416
Lluçà,2025,34,,2025,281,,
Malgrat de Mar,2025,1164,411.0,2025,19714,20.848128233742518,24.41263114729045
Malla,2025,33,,2025,285,,
Manlleu,2025,1237,437.0,2025,21425,20.396732788798133,24.375542471269846
Manresa,2025,5317,1614.0,2025,80974,19.932323955837674,33.07737737057842
Martorell,2025,1479,540.0,2025,29175,18.508997429305914,23.904923892059376
Martorelles,2025,346,115.0,2025,4992,23.036858974358974,
"Masies de Roda, Les",2025,54,,2025,758,,
"Masies de Voltregà, Les",2025,233,82.0,2025,3345,24.514200298953664,
"Masnou, El",2025,2135,515.0,2025,24761,20.79883688057833,25.947044426571736
Masquefa,2025,520,197.0,2025,10120,19.466403162055336,17.81032260809878
Matadepera,2025,1104,215.0,2025,9776,21.99263502454992,21.045417202820293
Mataró,2025,9347,3010.0,2025,131683,22.857923953737384,40.492785099662825
Mediona,2025,161,34.0,2025,2658,12.791572610985703,
Molins de Rei,2025,2083,684.0,2025,27300,25.054945054945055,32.356763345219136
Mollet del Vallès,2025,2596,1010.0,2025,52990,19.06020003774297,28.877777410438163
Montcada i Reixac,2025,2602,1006.0,2025,37460,26.855312333155368,36.9359510757064
Montgat,2025,962,339.0,2025,12879,26.32191940368041,28.737006752018125
Monistrol de Montserrat,2025,172,64.0,2025,3250,19.692307692307693,
